root	1.0	0.47687542	1474541076924
root	1.0	0.4186936	1474541135655
root	1.0	0.3761706	1474541196166
root	1.0	0.30491582	1474541254966
root	1.0	0.39944333	1474541316524
root	1.0	0.25161842	1474541373721
root	1.0	0.20320539	1474541433968
root	1.0	0.18424243	1474541493455
root	1.0	0.19846465	1474541553355
root	1.0	0.1902761	1474541615390
root	1.0	0.20478563	1474541675167
root	1.0	0.2066532	1474541735232
root	1.0	0.18984511	1474541795023
root	1.0	0.16254994	1474541856581
root	1.0	0.2320808	1474541914260
root	1.0	0.24342985	1474541978905
root	1.0	0.25783166	1474542038019
root	1.0	0.21272278	1474542098648
root	1.0	0.19993715	1474542153785
root	1.0	0.19379574	1474542213284
root	1.0	0.2137284	1474542276775
root	1.0	0.20435466	1474542336629
root	1.0	0.2010146	1474542398919
root	1.0	0.21674523	1474542453884
root	1.0	0.19681257	1474542516042
root	1.0	0.19968575	1474542575201
root	1.0	0.20895174	1474542636048
root	1.0	0.20995735	1474542694792
root	1.0	0.19185634	1474542754147
root	1.0	0.2242514	1474542815885
root	1.0	0.19695623	1474542875428
root	1.0	0.19652525	1474542933690
root	1.0	0.18276992	1474542994579
root	1.0	0.19332884	1474543053577
root	1.0	0.18126151	1474543113280
root	1.0	0.51526827	1474543174211
root	1.0	0.3542267	1474543235145
root	1.0	0.9833086	1474543298665
root	1.0	0.95841974	1474543379955
root	1.0	0.980615	1474543419381
root	1.0	0.46567002	1474543475191
root	1.0	0.8383928	1474543543230
root	1.0	0.73301905	1474543599035
root	1.0	0.5224153	1474543653728
root	1.0	0.3087228	1474543713041
root	1.0	0.22180921	1474543773453
root	1.0	0.22030078	1474543834321
root	1.0	0.16764984	1474543893226
root	1.0	0.16456117	1474543953213
root	1.0	0.14229405	1474544016293
root	1.0	0.16858362	1474544073301
root	1.0	0.99943435	1474544132766
root	1.0	0.20823345	1474544194952
root	1.0	0.14329967	1474544254091
root	1.0	0.10224916	1474544314694
root	1.0	0.07847363	1474544374690
root	1.0	0.11381369	1474544433511
root	1.0	0.09585634	1474544493568
root	1.0	0.06281482	1474544554498
root	1.0	0.05505724	1474544613143
root	1.0	0.052040406	1474544677035
root	1.0	0.4579843	1474544735846
root	1.0	0.14452076	1474544794812
root	1.0	0.11463973	1474544854064
root	1.0	0.08705724	1474544914209
root	1.0	0.087631874	1474544973314
root	1.0	0.09912458	1474545034562
root	1.0	0.9264557	1474545095461
root	1.0	1.000009	1474545153866
root	1.0	1.000009	1474545212674
root	1.0	1.000009	1474545272731
root	1.0	1.000009	1474545336528
root	1.0	0.99756676	1474545394282
root	1.0	0.9958429	1474545452742
root	1.0	1.000009	1474545512714
root	1.0	1.000009	1474545573111
root	1.0	1.0001526	1474545632739
root	1.0	0.9967048	1474545694253
root	1.0	0.7125477	1474545754171
root	1.0	0.74027383	1474545813279
root	1.0	0.5579708	1474545874155
root	1.0	0.26591244	1474545933091
root	1.0	0.22080359	1474545996920
root	1.0	0.9086779	1474546056345
root	1.0	0.49113357	1474546116182
root	1.0	0.48890686	1474546172733
root	1.0	0.9946936	1474546233529
root	1.0	0.99498093	1474546292715
root	1.0	0.9778496	1474546356060
root	1.0	1.000009	1474546414025
root	1.0	0.920422	1474546474545
root	1.0	0.99997306	1474546543854
root	1.0	0.9734321	1474546593761
root	1.0	0.9477172	1474546654239
root	1.0	0.5424557	1474546713380
root	1.0	1.0001167	1474546775548
root	1.0	0.87858135	1474546834651
root	1.0	0.9890909	1474546895804
root	1.0	0.9889473	1474546959021
root	1.0	0.92157125	1474547021168
root	1.0	0.6145724	1474547076628
root	1.0	0.23689339	1474547137426
root	1.0	0.14164759	1474547195305
root	1.0	0.17081033	1474547254925
root	1.0	0.21685298	1474547314325
root	1.0	0.21369249	1474547375582
root	1.0	0.15033895	1474547433725
root	1.0	0.16606958	1474547495690
root	1.0	0.18345231	1474547554207
root	1.0	0.121140294	1474547614246
root	1.0	0.15662402	1474547673978
root	1.0	0.12886195	1474547735530
root	1.0	0.16876319	1474547794037
root	1.0	0.12609652	1474547853668
root	1.0	0.11388552	1474547914203
root	1.0	0.11162289	1474547976394
root	1.0	0.11104826	1474548035395
root	1.0	0.11736925	1474548094984
root	1.0	0.15443322	1474548154991
root	1.0	0.11607632	1474548213058
root	1.0	0.115358025	1474548273239
root	1.0	0.115358025	1474548334570
root	1.0	0.11435241	1474548393817
root	1.0	0.11607632	1474548455651
root	1.0	0.105589226	1474548515607
root	1.0	0.10587654	1474548574000
root	1.0	0.11061729	1474548636617
root	1.0	0.10889338	1474548693786
root	1.0	0.12369023	1474548755020
root	1.0	0.12641975	1474548813495
root	1.0	0.11693827	1474548873168
root	1.0	0.1182312	1474548933803
root	1.0	0.10573289	1474548994830
root	1.0	0.11392143	1474549053681
root	1.0	0.11277217	1474549115908
root	1.0	0.08518968	1474549176119
root	1.0	0.8297733	1474549234055
root	1.0	0.5045297	1474549295527
root	1.0	0.44218183	1474549352762
root	1.0	0.17842424	1474549436532
root	1.0	0.17626937	1474549472836
root	1.0	0.12182267	1474549532899
root	1.0	0.10673849	1474549593953
root	1.0	0.103290685	1474549652939
root	1.0	0.08217284	1474549713243
root	1.0	0.092624016	1474549773261
